"conditions.gener.","conditions.ens.","conditions.rech.","conditions.admin.","conditions.relmem.","conditions.relaut.","conditions.carri.","conditions.remun.","conditions.equil.","evolution.gener.","evolution.ens.","evolution.rech.","evolution.admin.","evolution.relmem.","evolution.relaut.","evolution.carri.","evolution.remun.","evolution.equil.","optimisme.gener.","optimisme.ens.","optimisme.rech.","optimisme.admin.","optimisme.relmem.","optimisme.relaut.","optimisme.carri.","optimisme.remun.","optimisme.equil.","confiance.Etat.","confiance.MESRI.","confiance.ParitairesNat.","confiance.CNU.","confiance.CoNRS.","confiance.ANR.","confiance.HCERES.","confiance.ONR.","confiance.FU.","confiance.UDICE.","confiance.AUREF.","confiance.Territoire.","confiance.Presidences.","confiance.Conseils.","confiance.ParitairesLocales.","confiance.Dircomp.","PCinquietude.clim.","PCinquietude.eco.","PCinquietude.diplo.","PCinquietude.pol.","PCimpact.clim.","PCimpact.eco.","PCimpact.diplo.","PCimpact.pol.","PCeffort.clim.","PCeffort.eco.","PCeffort.diplo.","PCeffort.pol.","socle.satisfaction.","socle.bonheur.","socle.sens.","socle.valo.","socle.capretraite.","socle.souretraite.","socle.confiance.","sexe","age","anciennete","metier","discipline","categorie","statut","responsabilites"
"2","3","2","2","7","8","5","5","0 - Pas du tout satisfaisantes","3","3","3","3","4","5 - Stable","3","8","3","1","1","1","1","4","4","4","5 - Neutre","1","1","1",NA,NA,"5","1","2","2","Ne connais pas","Ne connais pas","Ne connais pas",NA,"3","3",NA,"5","10 - Tout à fait","7","10 - Tout à fait","8","10 - Tout à fait","8","9","6","5","5","2","2","3","5 - Neutre","4","6","3","3","5 - Neutre","Féminin","De 45 à 54 ans","De 20 à 29 ans","Personnel de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"6",NA,"6","2","8","5","7","5","5","3",NA,"4","2","5 - Stable","4","5 - Stable","5 - Stable","4","2",NA,"1","0 - Sans espoir","5 - Neutre","4","5 - Neutre","4","4","1","1",NA,NA,"Ne connais pas","1","1",NA,NA,"Ne connais pas","Ne connais pas","3","2","3","7","7","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","8","8","8","8","5","3","3","3","8","8","8","4","10 - Totalement","10 - Totalement","5 - Neutre","Masculin","De 55 à 64 ans","De 20 à 29 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"4","5","3","2","7","5","4","6","7","2","2","3","0 - Rapide dégradation","4","3","5 - Stable","5 - Stable","3","0 - Sans espoir","0 - Sans espoir","1","0 - Sans espoir","5 - Neutre","6","0 - Sans espoir","5 - Neutre","10 - Serein","0 - Pas du tout","0 - Pas du tout","3","3","3","0 - Pas du tout","0 - Pas du tout","3","0 - Pas du tout","0 - Pas du tout","2","4","5","2","4","5","10 - Tout à fait","7","9","10 - Tout à fait","8","8","5","8","4","4","4","0 - Pas du tout","4","7","10 - Totalement","7","8","1","8","Masculin","De 55 à 64 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
"6","6","5","5","7","7","5","3","3","4","4","3","4","4","5 - Stable","3","4","4","3","3","3","4","4","5 - Neutre","3","2","3","2","2","4","3","3","0 - Pas du tout","4","4","Ne connais pas","4","Ne connais pas","4","1","3","5","6","10 - Tout à fait","7","8","8","7","6","4","5","5","7","5","5","4","5 - Neutre","4","2","4","7","6","Masculin","De 45 à 54 ans","De 20 à 29 ans","Personnel de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"4","3","1","0 - Pas du tout satisfaisantes","8","8","4","2","3","3","4","4","2","5 - Stable","5 - Stable","5 - Stable","5 - Stable","3","3","4","2","2","7","4","5 - Neutre","4","4","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","2","3","3","3","9","8","7","6","6","0 - Pas du tout","3","0 - Pas du tout","2","2","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","7","6","7","3","7","3","8","Masculin","De 35 à 44 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'une direction de composante ou laboratoire"
"2","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","10 - Tout à fait satisfaisantes","10 - Tout à fait satisfaisantes","5","2","0 - Pas du tout satisfaisantes","0 - Rapide dégradation","5 - Stable","3","0 - Rapide dégradation","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","0 - Sans espoir","Ne connais pas","1","0 - Pas du tout","8","2","2","2","8","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","2","7","8","7","10 - Totalement","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","2","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","5 - Neutre","5 - Neutre","10 - Totalement","0 - Pas du tout","5 - Neutre","0 - Pas du tout","4","Féminin","Au moins 65 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"5","5","2","2","8","4","2","3","3","4","4","5 - Stable","2","6","4","4","4","5 - Stable","1","1","1","1","5 - Neutre","5 - Neutre","5 - Neutre","0 - Sans espoir","5 - Neutre","1","1","6","7","7","0 - Pas du tout","1","1","1","0 - Pas du tout","Ne connais pas","2","4","5","7","5","10 - Tout à fait","4","8","3","4","8","8","2","6","5","4","3","6","8","7","3","5 - Neutre","5 - Neutre","7","Féminin","De 45 à 54 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
"0 - Pas du tout satisfaisantes","4","2","0 - Pas du tout satisfaisantes","6","8","5","2","2","2","3","3","1","5 - Stable","5 - Stable","1","2","5 - Stable","4","4","4","4","5 - Neutre","5 - Neutre","4","4","5 - Neutre","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","2","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","1","0 - Pas du tout","Ne connais pas","Ne connais pas","1","3","4","5","5","2","5","2","1","1","7","2","4","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","8","7","10 - Totalement","5 - Neutre","10 - Totalement","10 - Totalement","9","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDD","Aucune de ces responsabilités"
"7","7","8","4","5","7","6","5","1","3","3","4","1","3","5 - Stable","5 - Stable","3","2","2","2","2","2","2","2","2","2","2","0 - Pas du tout","0 - Pas du tout","5","5","8","1","1","2","1","1","Ne connais pas","1","2","5","6","3","10 - Tout à fait","8","10 - Tout à fait","8","8","6","6","8","2","5","7","5","8","8","10 - Totalement","3","5 - Neutre","8","7","Masculin","De 55 à 64 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Responsable pédagogique"
"3","3","3","3","3","3","3","2","3","2","2","3","2","2","3","4","4","2","2","2","2","2","2","2","2","2","2","1","1","1","2",NA,"1","1",NA,"1",NA,NA,"1","1","1","1","8","10 - Tout à fait","10 - Tout à fait","9","10 - Tout à fait","8","10 - Tout à fait","8","10 - Tout à fait","2","2","2","2","3","5 - Neutre","3","1","2","2","2","Féminin","De 55 à 64 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Responsable pédagogique"
"5","8",NA,NA,"1","5","2","1","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","9","9","7","6","8","8","3","4","5 - Stable","5 - Stable","5 - Stable","4","4","5 - Stable","5 - Stable","5 - Stable","6","4","4","4","2","4","7","4","1","5 - Neutre",NA,"4","7","6","6","2","1","8","1","1","1","6","5","5","8",NA,"7","5","8","8","2","7","9","7","7",NA,"6","1","9","9","10 - Totalement","7","8","8","7","Féminin","De 45 à 54 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'une direction de composante ou laboratoire"
"3","5","3","2","5","5","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","5","2","2","2","1","2","5 - Stable","1","1","5 - Stable","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","1","1","0 - Sans espoir","0 - Sans espoir","6","0 - Pas du tout","0 - Pas du tout","6","6","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","7","0 - Pas du tout","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","8","8","6","9","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","9","8","10 - Totalement","1","2","1","10 - Totalement","Masculin","De 45 à 54 ans","De 20 à 29 ans","Personnel de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"9","8",NA,"5","4","3","0 - Pas du tout satisfaisantes","4","0 - Pas du tout satisfaisantes","5 - Stable","4",NA,"2","3","3","3","4","3","3","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","2","2","5 - Neutre","0 - Sans espoir","0 - Sans espoir","0 - Pas du tout","0 - Pas du tout","3","0 - Pas du tout","3","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","Ne connais pas","Ne connais pas","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","3","8","10 - Tout à fait","0 - Pas du tout","0 - Pas du tout","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","5","10 - Tout à fait","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","6","6","3","3","6","7","Masculin","De 35 à 44 ans","De 10 à 19 ans","Personnel d'enseignement","STEM - Science, Technologie, Ingénierie et Mathématiques","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDI","Responsable pédagogique"
"8","5","8","7","10 - Tout à fait satisfaisantes","7","6","2","6","4","5 - Stable","4","5 - Stable","5 - Stable","5 - Stable","6","5 - Stable","5 - Stable","5 - Neutre","5 - Neutre","4","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","3","5 - Neutre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","2","1","0 - Pas du tout satisfaisantes","7","7","6","2","2","1","1","2","0 - Rapide dégradation","7","7","6","2","1","2","1","2","0 - Sans espoir","7","7","6","1","2","2","2","6","6","5","0 - Pas du tout","0 - Pas du tout","6","2","0 - Pas du tout","4","8","3","7","7","10 - Totalement","6","8","7","7","8","8","7","8","7","7","3","5","3","10 - Totalement","10 - Totalement","6","7","9","7","Féminin","De 55 à 64 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'un conseil central d'établissement (CA, CR, CFVU...)"
"7","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","5","10 - Tout à fait satisfaisantes","10 - Tout à fait satisfaisantes","5","7","9","3","0 - Rapide dégradation","0 - Rapide dégradation","3","6","6","5 - Stable","5 - Stable","5 - Stable","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","4","5 - Neutre","5 - Neutre","5 - Neutre","3","5 - Neutre","0 - Pas du tout","0 - Pas du tout","Ne connais pas","Ne connais pas","Ne connais pas","3","3","3","Ne connais pas","Ne connais pas","Ne connais pas","1","0 - Pas du tout","3","6","8","5","10 - Tout à fait","5","10 - Tout à fait","0 - Pas du tout","10 - Tout à fait","5","10 - Tout à fait","3","1","1","0 - Pas du tout","7","10 - Totalement","10 - Totalement","8","2","8","9","Féminin","De 45 à 54 ans","De 10 à 19 ans","Personnel de bibliothéque","Non-applicable à votre métier","BIATSS catégorie A ou assimilé","Titulaire d'un poste de la fonction publique","Aucune de ces responsabilités"
"0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Rapide dégradation","0 - Rapide dégradation","1","0 - Rapide dégradation","1","1","2","2","0 - Rapide dégradation","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","Ne connais pas","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","5","10 - Tout à fait","0 - Pas du tout","5",NA,NA,NA,NA,"0 - Pas du tout","5 - Neutre","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","5 - Neutre","Masculin","De 45 à 54 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Responsable pédagogique"
"5","5","3","1","8","8","8","5","1","3","5 - Stable","1","0 - Rapide dégradation","8","8","4","4","2","2","4","1","0 - Sans espoir","5 - Neutre","5 - Neutre","5 - Neutre","1","0 - Sans espoir","3","3","7","9","8","7","7","9","9","Ne connais pas","7","8","10 - Totalement","10 - Totalement","9","10 - Totalement","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","5","2","0 - Pas du tout","0 - Pas du tout","5 - Neutre","5 - Neutre","5 - Neutre","1","1","1","9","Masculin","De 55 à 64 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'une direction de composante ou laboratoire"
"0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait",NA,NA,NA,"0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","Masculin",NA,"Au moins 40 ans","Personnel de recherche",NA,NA,"Titulaire d'un poste de la fonction publique",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","7","4","8","7","8","7","6","4","4","4","2","4","5 - Stable","5 - Stable","3","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0 - Pas du tout satisfaisantes","1","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","1","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","3","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","4","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","7","7","7","0 - Pas du tout","0 - Pas du tout","10 - Totalement","7","Masculin","Au moins 65 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Aucune de ces responsabilités"
"7","7","5","7","6","7","4","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","6","3","1","7","7","2","3","3","3","6","3","1","7","7","2","3","4","1","5 - Neutre","0 - Sans espoir","0 - Sans espoir","7","7","1","1","3","0 - Pas du tout","2","7","5","8","0 - Pas du tout","0 - Pas du tout","6",NA,"0 - Pas du tout",NA,"2","8","8","7","8","10 - Tout à fait","8","6","10 - Tout à fait","8","9","4","6","7","3","1","1","5 - Neutre","8","6","2","7","9","9","Masculin","Au moins 65 ans","Au moins 40 ans","Personnel d'enseignement et de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Aucune de ces responsabilités"
"2","2","2","1","1","1","4","5","1","3","3","1","2","2","1","3","6","3","2","2","2","1","1","1","5 - Neutre","5 - Neutre","3","0 - Pas du tout","0 - Pas du tout","Ne connais pas","6","2","2","0 - Pas du tout","Ne connais pas","Ne connais pas","Ne connais pas","Ne connais pas","3","1","1","4","8","8","6","6","7","4","6","6","8","5","5","3","2","5 - Neutre","7","6","2","4","6","3","Féminin","De 45 à 54 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Responsable pédagogique"
"7","5","7","1","6","6","1","0 - Pas du tout satisfaisantes","1","3","3","5 - Stable","1","4","4","4","1","1","2","1","1","0 - Sans espoir","4","4","1","0 - Sans espoir","4","3","5","7","8","8","1","2","3","4",NA,NA,"4","7","7","9",NA,"9","6","9","9","8","5","6","8","6","5","5","5","7","6","8","7","8","8","7","Féminin","De 55 à 64 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
